id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1040715678748101581,Summer Days,32178166,Greg,,Greater Geelong,-38.268078,144.5268644,Entire home/apt,383,2,1,2024-03-09,0.27,3,28,1,
1040740576835229508,Seaside on Smith,98384524,Smyth Real Estate,,Surf Coast,-38.5406337,143.9742776,Entire home/apt,845,1,0,,,31,214,0,
1040757436140100751,Coastal Serenity - Perfect for two families,201188681,Nick,,Greater Geelong,-38.2775534,144.605747,Entire home/apt,364,2,4,2024-06-10,0.81,1,252,4,
1040770911497719635,Terrace Breeze,32178166,Greg,,Greater Geelong,-38.26699501582479,144.52256057776546,Entire home/apt,393,2,2,2024-01-06,0.32,3,90,2,
1040788594329959481,Curlewis Farm,11132246,Aaron,,Greater Geelong,-38.1976511,144.5471446,Entire home/apt,471,2,3,2024-06-08,0.75,60,331,3,
1040820261179175252,Marriners Lookout Retreat,23012645,Lisa,,Colac Otway,-38.7425714,143.6692258,Entire home/apt,289,2,35,2024-06-21,5.71,37,249,35,
1040841744649355359,Casa de Ponds,4414415,Jane,,Greater Geelong,-38.21008847080464,144.30311994534966,Entire home/apt,350,3,2,2024-06-13,0.33,1,8,2,
1040872669355545620,Cabinesque Comfort—A Refreshing Beachside Retreat,496941607,Audrey And Willem,,Greater Geelong,-38.2768253,144.488414,Entire home/apt,144,2,12,2024-04-28,1.90,4,356,12,
1040915968113367711,Family Beach Haven in Coastal Paradise,8339205,Eve,,Surf Coast,-38.32499972885289,144.31367513193948,Entire home/apt,173,2,10,2024-04-27,1.59,17,344,10,
1040953867634616374,Lanigan's - By the Bay,91435876,Stay Exclusive,,Greater Geelong,-38.19329391666179,144.70796535661967,Entire home/apt,471,2,3,2024-03-27,0.48,13,350,3,
1041049650244683098,Affordable stay in Geelong Queen bed room,260348204,Arpit,,Greater Geelong,-38.120904820391424,144.33138981987193,Private room,35,1,38,2024-06-16,5.79,2,62,38,
1041057110780660346,Affordable Stay in Geelong double bed room,260348204,Arpit,,Greater Geelong,-38.12001,144.33094,Private room,35,1,53,2024-06-18,8.37,2,79,53,
1041408818579084371,"Modern, stylish house, Belmont.",45796736,Steven,,Greater Geelong,-38.17267569677081,144.33591136125213,Entire home/apt,,2,0,,,1,0,0,
1041479823900682897,Tiny on Barkly,99986926,Steve And Sue,,Greater Geelong,-38.16172522004853,144.37146326257715,Entire home/apt,120,2,16,2024-06-10,3.58,1,350,16,
1041581787613353267,Cosy Court ID - AS150,98362024,Great Ocean Retreats,,Surf Coast,-38.40942371597493,144.16734024313334,Entire home/apt,341,2,1,2024-01-07,0.17,123,336,1,
1041589852561632269,Sandy Escape,11132246,Aaron,,Greater Geelong,-38.1336211,144.7061766,Entire home/apt,192,2,1,2024-02-03,0.20,60,354,1,
1042154696838419300,Seaside Retreat: Steps from Surf and Cafés,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.27042,144.52013,Entire home/apt,294,2,9,2024-03-23,1.48,114,266,9,
1042392005080241533,The Deck House - Anglesea,173429646,Sally - Airready,,Surf Coast,-38.4034566,144.1915846,Entire home/apt,189,2,6,2024-06-10,0.99,42,349,6,
1042423838531960404,Links view coastal sanctuary with heated pool,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.281482146163654,144.60355122472959,Entire home/apt,506,2,2,2024-01-07,0.33,114,0,2,
1043120699710375182,"Sun, Sand and Surf Ocean Getaway",550289681,Avril,,Surf Coast,-38.317516412972,144.32328608908182,Entire home/apt,140,2,30,2024-06-23,5.11,1,77,30,
1043584124320077573,Pet friendly & only 3 minute walk to beach,550389410,Sarah,,Greater Geelong,-38.1922085065819,144.70474235518256,Entire home/apt,380,3,2,2024-01-01,0.33,1,256,2,
1043690435602937681,Sea Breeze Pacific Drive Torquay,449664812,Host On The Coast,,Surf Coast,-38.3111967,144.3414573,Entire home/apt,340,2,4,2024-05-26,1.00,55,58,4,
1043692642849233029,The Blue Pearl - opposite the beach!,173429646,Sally - Airready,,Surf Coast,-38.4215531,144.1779268,Entire home/apt,310,2,20,2024-05-27,3.21,42,306,20,
1043720393061872745,Getaway on the Rise,11132246,Aaron,,Greater Geelong,-38.1241208,144.6520245,Entire home/apt,494,2,1,2024-01-06,0.17,60,342,1,
1043726818965387292,Barwon River retreat,173429646,Sally - Airready,,Greater Geelong,-38.2683396,144.4988817,Entire home/apt,641,2,7,2024-05-26,1.63,42,301,7,
1043752598204798816,Bliss by the Beach,84586909,Great Ocean Road Holidays,,Surf Coast,-38.457249786439164,144.1117301839126,Entire home/apt,,2,0,,,541,0,0,
1043849116940565607,Karkalla Retreat,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.30622531421946,144.33383348392232,Entire home/apt,237,2,12,2024-06-10,2.05,114,32,12,
1043860281882133712,Wirilda wonder,173429646,Sally - Airready,,Surf Coast,-38.3087198,144.3351441,Entire home/apt,193,2,6,2024-04-01,0.98,42,251,6,
1044321331478491623,Banool ID - LN009,98362024,Great Ocean Retreats,,Surf Coast,-38.5317513,143.9729956,Entire home/apt,565,2,1,2024-05-19,0.71,123,362,1,
1044327012051587852,Barwon Heads Holiday House,550555540,Anthony,,Greater Geelong,-38.27547079707714,144.49681943083317,Entire home/apt,520,2,2,2024-03-31,0.39,1,361,2,
1044384257065237646,Great Ocean @ Juc,70864142,John And Anna,,Surf Coast,-38.3387209,144.3013585,Entire home/apt,211,2,15,2024-05-18,2.49,1,57,15,
1044417596601976188,Family Beach House,91033878,Paul,,Greater Geelong,-38.2723201,144.4883926,Entire home/apt,750,2,6,2024-03-31,1.04,1,20,6,
1044508779022464424,The Old Courthouse,82961960,Rosemary,,Corangamite,-38.24004,142.91999,Entire home/apt,250,2,6,2024-05-02,1.05,1,179,6,
1044552650452768737,"Ocean Grove Oasis- Walk to Beach, Cafes & Pub",10441624,Angela,,Greater Geelong,-38.269073444615984,144.5467561149119,Entire home/apt,427,2,4,2024-04-07,0.66,3,365,4,
1044605184147491790,The Boonstead,550611636,Ryan,,Corangamite,-38.49409977637138,142.9826938054134,Entire home/apt,230,2,3,2024-06-10,0.58,1,63,3,
1044612928666793552,Coral Cove Cabin—Seashore Serenity in Ocean Grove,516127808,Linda,,Greater Geelong,-38.2621723,144.5242611,Entire home/apt,142,2,11,2024-04-07,1.78,10,240,11,
1044666196976905263,Cosy Country Coastal,423943890,Mat,,Queenscliffe,-38.267007130739046,144.61925902796202,Entire home/apt,171,2,12,2024-06-10,1.95,1,148,12,
1044758801850969209,Luxe on Morris,20744596,Mellissa,,Corangamite,-38.6213223862063,142.9987606778741,Entire home/apt,535,1,52,2024-06-21,8.76,13,0,52,
1045082888575721299,La Casa Tranquilla,490665439,Antonio,,Moyne,-38.07349182381466,142.8021440718447,Entire home/apt,165,1,7,2024-05-24,1.07,1,88,7,
1045126242709312759,Peppercorn Cottage | Grampians,550725419,Min,,Southern Grampians,-37.64554866233289,142.34960755886047,Entire home/apt,609,2,3,2024-06-10,1.00,1,261,3,
1045186858163997216,Coastal Beach Guesthouse,21078540,Kerryn,,Surf Coast,-38.32407405526773,144.32192139499196,Entire home/apt,251,2,11,2024-06-09,2.04,1,19,11,
1045197982422147709,The Sands Torquay Getaway,44076478,Coastal Homies,,Surf Coast,-38.310367212784534,144.3353469164681,Entire home/apt,296,2,10,2024-04-29,1.66,22,364,10,
1045211708956198948,The Rose Hideaway,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40752144266756,144.1700203170215,Entire home/apt,,2,0,,,541,0,0,
1045270519764071540,High end living on Hitchcock,436105044,Airready,,Greater Geelong,-38.28053671430064,144.49167839080735,Entire home/apt,259,2,16,2024-06-10,2.73,60,0,16,
1045809203004557686,Dreamy Deans,98384524,Smyth Real Estate,,Surf Coast,-38.53095769999999,143.9782302,Entire home/apt,395,2,1,2024-01-27,0.19,31,325,1,
1045932667329814049,"Centrally located, spacious and one of a kind",218521139,Brad,,Glenelg,-38.353121023010644,141.60011831030684,Entire home/apt,238,2,25,2024-06-24,4.75,1,231,25,
1045935743017776315,Ocean Oasis,45820813,Paige,,Corangamite,-38.62049,142.99947,Entire home/apt,605,1,11,2024-06-10,2.28,1,352,11,
1046083330633801511,Rocklands Cottage,275889589,Maddison,,Southern Grampians,-37.22073434220812,141.92248026748385,Entire home/apt,120,2,4,2024-06-14,0.63,1,267,4,
1046451135060849082,Unwind in Coastal Elegance at Riverside Retreat,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.321871639651526,144.32625349784797,Entire home/apt,400,2,9,2024-06-10,2.43,114,72,9,
1046526371880053029,Am Meer at Cora Lynn,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5381822333205,143.97283216066592,Entire home/apt,295,2,0,,,541,326,0,
1046564619283983631,Secluded Bellbrae sanctuary,436105044,Airready,,Surf Coast,-38.3320233,144.2644945,Entire home/apt,214,2,11,2024-04-26,1.81,60,0,11,
1046706044017280074,Ocean Beach Retreat,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.28764,144.60534,Entire home/apt,,2,0,,,93,0,0,
1046827056907758967,Walk to the beach or enjoy the bush,3915594,Andie,,Surf Coast,-38.34554729791357,144.29577628824535,Entire home/apt,,3,0,,,3,0,0,
1046933035577960420,Bookaloo,464847639,Troy,,Greater Geelong,-38.2435832,144.3192921,Entire home/apt,1200,4,0,,,1,89,0,
1047410433368186881,Barwon Beach Pad,1336847,Holly,,Greater Geelong,-38.26914586790245,144.4951092124739,Entire home/apt,130,1,20,2024-06-10,3.13,3,73,20,
1047417488273530058,Rusty Gate,551180129,Camilla,,Queenscliffe,-38.2693504788268,144.65716635035594,Entire home/apt,250,2,6,2024-06-04,1.22,1,215,6,
1047431213020691848,Modern 1BR Apartment,196853904,Geelong,,Greater Geelong,-38.167280562664615,144.39097075985794,Entire home/apt,157,2,4,2024-05-03,0.67,4,207,4,
1047521940863414883,Charming Tiny House Farm Retreat,493079248,Zac,,Greater Geelong,-38.2726678541531,144.4804180254189,Entire home/apt,,2,10,2024-06-10,1.65,2,0,10,
1047598407930668439,Ocean Grove Beach House,57340040,Chelsea,,Greater Geelong,-38.26803834197754,144.5448705130811,Entire home/apt,350,3,1,2024-03-31,0.33,1,243,1,
1047683937413964629,Stay at Donovan’s,488540883,Michaella,,Warrnambool,-38.36732595165851,142.4925853204646,Entire home/apt,320,2,4,2024-05-19,0.77,1,85,4,
1048290745101408309,"Beach House, walk to beach, spa, pet friendly",421209218,Leon,,Greater Geelong,-38.267303522446795,144.5389229259498,Entire home/apt,229,2,15,2024-06-09,2.80,1,221,15,
1048302074005053045,Bright Home & Garden in Geelong,42172172,Erica,,Greater Geelong,-38.1198179,144.3247487,Entire home/apt,194,2,4,2024-04-01,0.68,1,30,4,
1048677716400305269,Home in Corio,548723207,Alberto,,Greater Geelong,-38.0644406,144.3718485,Entire home/apt,130,1,27,2024-06-21,4.33,1,85,27,
1048730166621863948,The View on Seeberg,23012645,Lisa,,Colac Otway,-38.7474207,143.6614065,Entire home/apt,266,3,2,2024-06-22,2,37,272,2,
1048738202457661237,Spacious Modern Beach Retreat,13117190,Nicole,,Greater Geelong,-38.25196,144.56364,Entire home/apt,450,4,1,2024-01-10,0.17,1,180,1,
1048764431271351173,"Elysian Guest House ~
Apollo Bay",551435788,Emily,,Colac Otway,-38.7510315,143.6694282,Entire home/apt,900,3,0,,,1,160,0,
1048797831877910618,Buckley's Cottage,98096620,Kerleys Coastal Holidays,,Queenscliffe,-38.28858641539614,144.61225813601231,Entire home/apt,477,2,1,2024-03-10,0.27,93,179,1,
1048815329378092922,Cozy Room,171048590,Celina,,Greater Geelong,-38.15492316400619,144.35739492805618,Private room,81,1,28,2024-06-26,4.54,1,11,28,
1048820809808099942,Cuilidh,129945846,Queenscliff And Coastal,,Queenscliffe,-38.283852836748466,144.6072813207228,Entire home/apt,625,2,0,,,52,322,0,
1048826618182471817,The Palm Dunkeld,551449346,Dee,,Southern Grampians,-37.649659345660496,142.34129712321362,Entire home/apt,164,1,36,2024-06-25,8.93,1,218,36,
1048899886259009641,Modern Townhouse in Geelong,53483056,Haven Retreat,,Greater Geelong,-38.15509658005388,144.356521589573,Entire home/apt,274,2,6,2024-03-24,1.07,22,290,6,
1049377401163854423,"The Esplanade, Portarlington",52958143,Clint,,Greater Geelong,-38.1189043,144.6873715,Entire home/apt,200,2,9,2024-06-02,1.52,1,174,9,
1049469762203446289,Electric Hotel Room14@Electric Central is Best,168066985,Nicholas,,Greater Geelong,-38.1489741,144.3591065,Private room,,1,9,2024-05-25,1.47,46,101,9,
1049508024717332197,Pride Street Central Unit 7-13,51748440,Reservations Team,,Surf Coast,-38.3368089,144.3229426,Entire home/apt,516,2,1,2024-04-01,0.33,114,293,1,
1049573960091885151,Dunstans Rest,11132246,Aaron,,Greater Geelong,-38.171996,144.7086642,Entire home/apt,332,2,0,,,60,346,0,
1049586030358827234,Port Holiday Units - U1,11132246,Aaron,,Greater Geelong,-38.121684274334754,144.65123362803337,Entire home/apt,,1,0,,,60,0,0,
1049586033585732116,Port Holiday Units - U2,11132246,Aaron,,Greater Geelong,-38.12202,144.65276,Entire home/apt,,1,1,2024-01-07,0.17,60,0,1,
1049586056958308715,Port Holiday Units - U10,11132246,Aaron,,Greater Geelong,-38.12175393096111,144.65149147868186,Entire home/apt,,1,0,,,60,0,0,
1049587040830010063,Port Holiday Units - U4,11132246,Aaron,,Greater Geelong,-38.12206806595392,144.65316756170623,Entire home/apt,,1,0,,,60,0,0,
1049587043377561214,Port Holiday Units - U5,11132246,Aaron,,Greater Geelong,-38.119773269930356,144.65293641205778,Entire home/apt,,1,0,,,60,0,0,
1049587044557835201,Port Holiday Units - U6,11132246,Aaron,,Greater Geelong,-38.11989976855323,144.65194915768367,Entire home/apt,,2,0,,,60,0,0,
1049587540644614200,Port Holiday Units - U7,11132246,Aaron,,Greater Geelong,-38.12125768583883,144.65305110297072,Entire home/apt,,1,0,,,60,0,0,
1049587543894423258,Port Holiday Units - U9,11132246,Aaron,,Greater Geelong,-38.120415612566084,144.65113291502848,Entire home/apt,,2,0,,,60,0,0,
1049587545867570060,Port Holiday Units - U8,11132246,Aaron,,Greater Geelong,-38.12146748671607,144.65328540564525,Entire home/apt,,1,0,,,60,0,0,
1049629307518089008,Inshore Pool Premium 99,51748440,Reservations Team,,Surf Coast,-38.31469491178983,144.32496226345512,Entire home/apt,963,2,2,2024-04-20,0.54,114,361,2,
1049842888602206319,Master Room & Ensuite Close to Cafes & Surf Shops,164179544,Thatiane,,Surf Coast,-38.3249820061586,144.31174660294243,Private room,,1,2,2023-12-31,0.32,2,0,2,
1049852122849357661,Spacious room with cool vibe and private bathroom,164179544,Thatiane,,Surf Coast,-38.325214312508265,144.31132393603772,Private room,,1,3,2024-01-05,0.49,2,0,3,
1049855690136007075,Azure Majesty—Clifton's Grand Waterfront Haven,516127808,Linda,,Greater Geelong,-38.1466118,144.5724477,Entire home/apt,448,2,25,2024-06-15,4.05,10,334,25,
1050134375380906803,"Curlewis family home
4 Bed Room",245899758,Anita,,Greater Geelong,-38.1765056,144.5473376,Entire home/apt,,2,4,2024-03-31,0.69,1,2,4,
1050247409929563213,Ocean view in Lorne,29677296,Gavan,,Surf Coast,-38.543325,143.9752976,Entire home/apt,800,2,0,,,1,89,0,
1050247911542886548,Home on Hector,550163103,Emma,,Southern Grampians,-37.729731263902494,142.0237910333892,Entire home/apt,188,1,28,2024-06-16,5.03,1,82,28,
1050284949279065123,Apollo Bay Holiday House - 2 mins walk to beach,393803530,Ajit,,Colac Otway,-38.7588412,143.6676502,Entire home/apt,250,7,11,2024-06-09,1.82,1,364,11,
1050814384200602904,G&G Accessible Lifestyle @ 5,400389183,Giovanni,,Greater Geelong,-38.24509233587635,144.3770134799011,Entire home/apt,450,1,8,2024-03-30,1.28,2,289,8,
1050867339909597572,Kalinga Retreat - 12pm checkout - near Blue Lake,466856181,Helen,,Greater Geelong,-38.260686209418445,144.51842755831257,Entire home/apt,120,2,3,2024-03-31,0.64,47,266,3,
1050957800070634699,Jan Juc Surf Shack,18907036,Sarah,,Surf Coast,-38.3434819,144.2955974,Entire home/apt,294,2,9,2024-06-07,1.53,1,153,9,
1051007898487304782,The Fairway Club 8,51748440,Reservations Team,,Surf Coast,-38.3081981,144.3531769,Entire home/apt,1333,2,1,2024-01-06,0.17,114,362,1,
1051111796745885380,Fischer's Retreat,21945064,Victoria,,Surf Coast,-38.32098999999999,144.3244904,Entire home/apt,,1,6,2024-04-01,1.03,1,0,6,
1051121289387574867,Cool Rm 3 perfect for 2 Central,168066985,Nicholas,,Greater Geelong,-38.1489741,144.3591065,Private room,,1,17,2024-05-07,2.73,46,103,17,
1051247477223351885,View Bank,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53647974203411,143.96907716289985,Entire home/apt,821,2,0,,,541,333,0,
1051253011020467611,A Box of Moonlight,84586909,Great Ocean Road Holidays,,Colac Otway,-38.742908210981845,143.66704445121982,Entire home/apt,,2,0,,,541,0,0,
1051256539470267060,Casa Lux,84586909,Great Ocean Road Holidays,,Surf Coast,-38.463075660694116,144.1055082071305,Entire home/apt,2471,2,3,2024-06-15,0.67,541,346,3,
1051307765672349695,The Shark Haus,20744596,Mellissa,,Moyne,-38.59819613932417,142.87487669397237,Entire home/apt,441,1,31,2024-05-26,5.03,13,82,31,
1051592587305899665,Royal Ingram,516579000,Surf Coast Holidays,,Surf Coast,-38.40291645786047,144.18205364013,Entire home/apt,,2,3,2024-05-27,0.67,48,220,3,
1051634541096162721,Kookaburra Haven,84586909,Great Ocean Road Holidays,,Colac Otway,-38.75428794616459,143.659855363207,Entire home/apt,369,2,0,,,541,360,0,
1051717817908429059,Wheelchair Accessible 4 Bedroom,14215150,Christine,,Queenscliffe,-38.270830159254594,144.65203699571416,Entire home/apt,,1,0,,,11,0,0,
1051828740062931536,Coastal Crib Near Torquay Surf Beach - 6 min drive,29902659,Debbie Regional Escapes,,Surf Coast,-38.32558,144.31093,Entire home/apt,236,2,4,2024-03-09,0.67,125,80,4,
1051958281860002482,Beautiful home GREAT location!,81583781,Jess,,Greater Geelong,-38.23936414453946,144.34046297332142,Entire home/apt,450,3,0,,,1,269,0,
1052256614970802378,Studio Diggs,103913648,Damien,,Surf Coast,-38.40831308455771,144.18499126651523,Entire home/apt,250,1,4,2024-06-10,0.75,13,332,4,
1052403594729615324,Marian's,84586909,Great Ocean Road Holidays,,Surf Coast,-38.45757605166226,144.11355598880095,Entire home/apt,364,2,1,2024-02-10,0.21,541,317,1,
1052405113444301376,Moondara,84586909,Great Ocean Road Holidays,,Colac Otway,-38.770485327887194,143.65673942783064,Entire home/apt,,2,0,,,541,0,0,
1052417202901517732,Butter Factory 11,84586909,Great Ocean Road Holidays,,Colac Otway,-38.75512,143.6682,Entire home/apt,330,2,0,,,541,173,0,
1052572208854200303,Allawah - Stylish and Homely,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52909,143.97715,Entire home/apt,566,2,1,2024-03-11,0.27,541,330,1,
1052572212908819660,Bardham 21 Point Avenue,84586909,Great Ocean Road Holidays,,Colac Otway,-38.72189742029819,143.71601623669287,Entire home/apt,158,2,0,,,541,336,0,
1052572714729910810,Number 6 @ The Bay,84586909,Great Ocean Road Holidays,,Colac Otway,-38.752671702459246,143.66411529394185,Entire home/apt,461,2,0,,,541,334,0,
1052573217653018758,Seaview on Seaview - Experience Sensational Views,84586909,Great Ocean Road Holidays,,Colac Otway,-38.743900856058,143.66954550122,Entire home/apt,738,2,0,,,541,358,0,
1052581770715736502,The Dunes 1,84586909,Great Ocean Road Holidays,,Colac Otway,-38.75188,143.66751,Entire home/apt,345,2,0,,,541,332,0,
1052581771581472234,Lorne Chalet Apartment 36,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53835253051198,143.972508271961,Entire home/apt,541,2,0,,,541,353,0,
1052587303660233552,Four Kings 3,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41405921123294,144.18748773282326,Entire home/apt,358,2,0,,,541,330,0,
1052596864995522683,Rivernook,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41234290827928,144.18866279736613,Entire home/apt,390,2,0,,,541,335,0,
1052596871106195386,Apartment 13 Pacific Apartments,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54867659439026,143.98563333916024,Entire home/apt,377,2,0,,,541,334,0,
1052596872083958870,Albion - Stylish & Stunning,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74445321217338,143.66802848450607,Entire home/apt,518,2,0,,,541,352,0,
1052670787325700855,Nice & Affordable Getaway (Marshall),494905286,Prerna,,Greater Geelong,-38.18956349155579,144.3542033941796,Private room,65,1,9,2024-05-23,2.27,1,268,9,
1053108038015678024,Coastal Haven Tiny Home - Port Fairy Tiny Homes,545951685,Mitchell,,Moyne,-38.34947333111212,142.33978955625975,Entire home/apt,189,1,33,2024-06-26,5.47,2,348,33,
1053118245909530219,Coastal Sunset Tiny Homes - Port Fairy Tiny Homes,545951685,Mitchell,,Moyne,-38.347693952019156,142.33989103746376,Entire home/apt,189,1,55,2024-06-25,9.65,2,333,55,
1053235573343851987,Jetti Lane Premium 5a,51748440,Reservations Team,,Surf Coast,-38.3164339,144.3149849,Entire home/apt,1605,2,2,2024-06-16,1.07,114,360,2,
1053236084047069208,Moggs Creek Luxury Escape,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46261161394531,144.06646810099718,Entire home/apt,2616,2,0,,,541,353,0,
1053236609355930469,Polwarth,84586909,Great Ocean Road Holidays,,Surf Coast,-38.53805,143.97183,Entire home/apt,354,2,0,,,541,189,0,
1053236624467153858,Riptide at Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.541925277111304,143.97403413263325,Entire home/apt,,2,0,,,541,0,0,
1053236624939215186,"Skyline - Serenity, Space And Free Wi-Fi",84586909,Great Ocean Road Holidays,,Surf Coast,-38.517676548731934,143.9871131284825,Entire home/apt,990,2,0,,,541,350,0,
1053237096924306792,Salt on Walker,84586909,Great Ocean Road Holidays,,Surf Coast,-38.403114096615674,144.1892820869499,Entire home/apt,638,2,0,,,541,331,0,
1053237102512585471,Beachview,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54180272252506,143.97051272551758,Entire home/apt,557,2,0,,,541,334,0,
1053237110718921031,Chatby House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52934201987786,143.9801617128554,Entire home/apt,513,2,0,,,541,345,0,
1053237600190170741,Oasis on Weir,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40514,144.18094,Entire home/apt,377,2,0,,,541,347,0,
1053237615202283084,Apartment 26 Pacific Apartments,84586909,Great Ocean Road Holidays,,Surf Coast,-38.54862,143.98428,Entire home/apt,307,2,0,,,541,230,0,
1053237618768359636,Moggini - 9 Boyd Avenue,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46800593976038,144.0608483463509,Private room,789,2,0,,,541,353,0,
1053237620018262229,Serena - A serene holiday escape,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52362401527995,143.98352871855022,Entire home/apt,872,2,0,,,541,344,0,
1053857902716732792,Stone's Throw Cottage - Tranquil Country Retreat,378432576,Sarah,,Colac Otway,-38.34279250633584,143.78434292340515,Entire home/apt,221,2,4,2024-06-16,2.86,2,168,4,
1053971429702364863,Sky High House,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63063,143.88535,Entire home/apt,483,2,1,2024-02-23,0.23,541,335,1,
1053973944568164615,Joy Apartment 2,84586909,Great Ocean Road Holidays,,Surf Coast,-38.5406136657654,143.976057184357,Entire home/apt,582,2,1,2024-04-01,0.33,541,325,1,
1053987700572439210,G&G Accessible Lifestyle @ 12,400389183,Giovanni,,Greater Geelong,-38.24624432302321,144.3758704628726,Entire home/apt,450,1,1,2023-12-29,0.16,2,265,1,
1054020257366299801,Bay Vista,84586909,Great Ocean Road Holidays,,Surf Coast,-38.542589802090205,143.97476166193644,Entire home/apt,885,2,0,,,541,309,0,
1054020262530146087,Cowallinga,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46543217408908,144.0850543056923,Entire home/apt,643,2,0,,,541,319,0,
1054028797423948153,Bellbird,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46921084056064,144.06405130451338,Entire home/apt,310,2,1,2024-03-29,0.32,541,349,1,
1054032326840343486,"Azure - Absolute Beachfront Luxury, Wifi, Spa",84586909,Great Ocean Road Holidays,,Surf Coast,-38.531397177723974,143.9786826002215,Entire home/apt,1460,2,0,,,541,317,0,
1054034337644978139,Beach Side,84586909,Great Ocean Road Holidays,,Surf Coast,-38.4591300070213,144.1080677005048,Entire home/apt,319,2,0,,,541,291,0,
1054035405464441295,Mcrorie Rest,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40212811001619,144.18916633515406,Entire home/apt,,2,2,2024-03-17,0.38,541,330,2,
1054037360643991712,"SeaEsta - Cosy, Great Styling And Free Wi-Fi",84586909,Great Ocean Road Holidays,,Surf Coast,-38.525403713442024,143.98086391390896,Entire home/apt,518,2,1,2024-01-21,0.19,541,321,1,
1054038367795762092,View Point,84586909,Great Ocean Road Holidays,,Surf Coast,-38.42135516370233,144.17649690101675,Entire home/apt,704,2,2,2024-01-27,0.38,541,332,2,
1054040377742029315,Shorebreak - Listen To The Waves,84586909,Great Ocean Road Holidays,,Colac Otway,-38.629230812425114,143.89893876482344,Entire home/apt,402,2,0,,,541,363,0,
1054040887265842777,Absolute Beachfront Views,84586909,Great Ocean Road Holidays,,Colac Otway,-38.74256133548,143.67426964602,Entire home/apt,385,2,0,,,541,357,0,
1054041889118616255,The Bunker,84586909,Great Ocean Road Holidays,,Surf Coast,-38.41024175858563,144.16861515546324,Entire home/apt,,2,0,,,541,0,0,
1054043399234196235,Bristol Beach House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.330201862768824,144.32115652394666,Entire home/apt,402,2,0,,,541,324,0,
1054043898197330513,Anglesea River Apartment 22,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40828204342601,144.1846278877645,Entire home/apt,278,2,0,,,541,348,0,
1054044909156243729,Fairway Vista,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40777503993368,144.17083404624873,Entire home/apt,,2,0,,,541,0,0,
1054050945876273457,Beach Belle Lorne,84586909,Great Ocean Road Holidays,,Surf Coast,-38.52889367606387,143.97653757519237,Entire home/apt,494,2,0,,,541,353,0,
1054063034347023519,Tree Tops,84586909,Great Ocean Road Holidays,,Surf Coast,-38.40848379204653,144.16457307411667,Entire home/apt,283,2,1,2024-05-05,0.54,541,346,1,
1054066554443503683,"Huggins, 20 Cawood Street",84586909,Great Ocean Road Holidays,,Colac Otway,-38.749062696121456,143.66726862721396,Entire home/apt,235,2,1,2024-03-09,0.27,541,351,1,
1054072593990859643,Edith's House,84586909,Great Ocean Road Holidays,,Surf Coast,-38.46300690143507,144.08356195120513,Entire home/apt,319,2,0,,,541,253,0,
1054073591976906480,Summer By The Bay,84586909,Great Ocean Road Holidays,,Surf Coast,-38.51919973729489,143.98759945272394,Entire home/apt,383,2,3,2024-05-11,0.86,541,343,3,
1054074107991599059,Panoramic Views,84586909,Great Ocean Road Holidays,,Surf Coast,-38.45732,144.10501,Entire home/apt,338,2,0,,,541,317,0,
1054075107824583721,Hideaway At Wye,84586909,Great Ocean Road Holidays,,Colac Otway,-38.63895,143.89132,Entire home/apt,465,2,0,,,541,316,0,
1054076617637183913,Oak And Pine,84586909,Great Ocean Road Holidays,,Colac Otway,-38.75588,143.66339,Entire home/apt,235,2,2,2024-05-05,0.58,541,189,2,
